customer_id,age,income,family_size,engagement_score,subscription_status,mainline_spend
92,25,31834.75700356315,2,0.7486087085818324,0,756.3944875166767
93,31,40222.45838296761,3,0.4826012356615207,0,950.8038556003239
94,40,50710.98006974621,3,0.2160314403930722,0,878.7569996663287
95,74,37093.799520740715,3,0.9672711903702976,0,787.4370671955404
96,57,44231.66683655262,2,0.7151250198168879,0,731.9579711112688
97,38,65094.39213821661,1,0.9571348325397961,1,1160.2058425675275
98,33,41346.62195715277,2,0.4271050453603432,0,115.35846714618701
99,62,62535.38168097712,3,0.47510034069172047,0,902.3071103335861
100,35,33054.397180135726,3,0.8979552161850192,0,657.3722914971086
101,64,57947.06266872924,3,0.5250493402453846,1,1474.360189432927
102,70,71623.5293098685,2,0.7072789119056672,1,1227.463845048395
103,41,20000.0,3,0.25217287749552997,0,387.42460384256066
104,43,38046.57116794285,2,0.44672646870264054,0,724.9294718843548
105,42,58656.081907708096,1,0.12344986581035511,0,596.4011791070752
106,62,46954.31920935511,4,0.20598003587696168,0,850.0510827769651
107,58,55567.188100569634,3,0.000943415267631087,0,836.1197548975083
108,46,40940.22219926269,2,0.03926505164866023,0,900.1955423828331
109,32,51298.8468120935,3,0.9772838231769293,1,1053.980934014925
110,62,47664.84146911881,2,0.2423536951367623,0,769.3611961048996
111,18,67516.73092489711,1,0.663310709504002,1,868.095992572641
112,42,53816.31264951819,4,0.8390996987996115,1,1303.1838682153834
113,24,55064.039931128034,3,0.5506604592365643,1,1267.996225860917
114,26,43821.84550816299,4,0.1531445000839562,0,833.5846817547247
115,41,42685.906638912595,1,0.7281164373361664,0,786.5649831995678
116,18,43511.627182705684,2,0.600251410099583,0,860.537855081245
117,61,55916.78213567445,1,0.7312505893473751,1,1296.6717609008892
118,25,43685.232787696055,2,0.7697466228570872,0,738.3819748157862
119,41,54346.62285344619,1,0.9754103676847451,1,1158.615713644644
120,28,81131.01197968159,1,0.57356328002671,1,1066.0141688269189
121,68,63066.87055147538,5,0.3416411126906018,0,675.8462717067706
122,34,45109.647017482384,1,0.6484645569002371,0,809.957349396097
123,25,68018.20883245918,2,0.06844070924262613,0,1067.72182442694
124,52,43878.86940467673,4,0.8973973183215863,0,757.8779140052278
125,52,20000.0,2,0.11938101133819679,0,564.754795271395
126,50,34878.70533623894,1,0.32784283788581825,0,625.8007615689015
127,22,21938.121184612166,5,0.8157453806261209,0,584.3138098168083
128,59,44727.297739380374,2,0.5973123783307118,0,842.3620176717374
129,56,50276.27568784328,4,0.3936355202774421,0,491.29340143123164
130,58,75146.55968412924,3,0.4734356593750214,0,1179.2642796914936
131,45,54903.910606462436,1,0.8545473932021803,1,975.0231607645171
132,24,46713.49206786704,2,0.34000438605989214,0,911.9485960329527
133,26,62441.083717752335,5,0.8696496848121713,1,948.1137267589589
134,25,20000.0,1,0.08813443097669149,0,742.5814692069129
135,29,53534.21837162849,1,0.7767984372086307,1,1181.6072634901586
136,51,61562.9779083045,1,0.8475476330547363,1,1128.9283728554249
137,50,27821.206313302377,3,0.18181765283733875,0,458.40209249028726
138,65,67156.31064810394,2,0.43034653237220044,0,928.7258443973551
139,72,55077.44611241621,1,0.16549977466365562,0,555.3259710815689
140,40,43770.681291487985,1,0.7066041289942178,0,738.9611683376246
141,41,59491.72799159427,1,0.5353477680616567,1,1377.383570878665
142,54,84060.39286706594,1,0.635323346708321,1,1280.836431426186
143,52,52727.99382587743,3,0.19648696695621115,0,786.3252543330948
144,61,53723.30879450504,2,0.21174586205241952,0,594.8298149931989
145,57,43109.58650689634,1,0.04149732550990637,0,848.815207520311
146,39,37252.33445802813,1,0.3220675351957297,0,722.3446733493187
147,44,62455.03724816369,3,0.559744661333675,1,734.9875229498354
148,52,37158.74261136699,2,0.8579349139973288,0,928.1131697198714
149,18,51073.49355829089,1,0.6669274474586807,1,1162.4204295893512
150,52,42835.13829852325,3,0.43539632339975143,0,998.2055734292057
151,54,57184.697386195876,4,0.9531201143941378,1,965.100444995389
152,64,55004.931579304226,1,0.7192452005758319,1,581.4058183279141
153,31,65563.0991638685,1,0.93016520286255,1,1153.3947566526065
154,20,42349.75401717879,1,0.5275879732721657,0,822.8203027495051
155,18,45951.87597059943,2,0.2589042747931396,0,417.5154818110207
156,22,35318.54426326539,2,0.052826686364721986,0,486.1754807794779
157,43,43335.60109885833,1,0.7260848514838505,0,1340.330039386657
158,72,55659.50739567279,2,0.12130299800553412,0,729.3057139481567
159,31,61354.829249680275,1,0.3027751282719672,0,983.2434543508413
160,56,36167.52013733562,4,0.5324709078838974,0,603.9527260013912
161,44,63044.088801584905,1,0.5644165877797477,1,578.8793563187425
162,26,70334.56788207426,5,0.600583196987136,1,1187.1416142168396
163,32,56201.523548355515,1,0.16625533034970064,0,744.5122387195266
164,32,78151.937188371,1,0.37973740482164875,0,848.7577786903455
165,43,38393.1620134464,1,0.6171942271169667,0,730.7570656776502
166,59,31330.179450328746,1,0.9698188646337847,0,806.4864380441495
167,30,23319.19626643582,2,0.7276311376996887,0,659.3357048513866
168,68,72440.66467233775,1,0.9226037570939578,1,991.0430564776365
169,49,59815.484845310864,3,0.762212058314177,1,1582.3655317774856
170,56,49166.229936343174,4,0.5917169688924004,0,415.12849550647127
171,66,54199.529394797304,2,0.19202336913634455,0,380.1284924307809
172,69,33117.66429052435,5,0.666685651892513,0,880.0929855821868
173,49,86686.27969425239,2,0.6233795659599071,1,1426.6966669983844
174,21,51938.31772962841,3,0.6024691704572664,1,1084.6360651734997
175,47,51640.92191907339,1,0.48978586798824075,0,528.0934954431766
176,54,60886.49935848038,2,0.5286566039892756,1,1197.6058222765469
177,40,57215.1384760507,1,0.33444252711810407,0,766.9705955547631
178,56,53358.26036418697,3,0.5193126926423032,1,813.2184421102655
179,62,38142.88316832032,1,0.19755590567847825,0,562.6642748048027
180,32,57072.025357039936,3,0.8051743973603768,1,1260.2427118313165
181,60,78230.3674471255,3,0.1857769546987078,0,1195.1906055633417
182,46,70181.30069232467,1,0.08496628988946642,0,775.51618191886
183,53,73897.79939959096,3,0.43624602635715737,0,1064.4112704968902
184,30,42331.76485353222,1,0.6583074395060619,0,394.6775541007739
185,49,35155.92769612129,1,0.43771682493354136,0,851.4415691966828
186,24,48113.19619850528,1,0.2767541319513086,0,607.4517112421611
187,68,50835.87368433042,2,0.5581711838904407,1,927.9343769740012
188,39,66412.87277706423,1,0.34700233541219994,0,817.2141137785992
189,45,24613.03055427771,4,0.9328676901266331,0,980.4347237408186
190,19,72943.2547919092,3,0.9226451396035721,1,1099.7087034406889
191,59,47629.88152131516,1,0.5023718199720955,0,913.9078491161515
192,62,43596.7839507887,1,0.3278839940182585,0,694.8708264964627
193,74,34818.434371097486,4,0.7371324139566391,0,716.1443176492186
194,70,25177.14992201346,1,0.03671294348306664,0,592.786265326532
195,23,62347.55875942872,1,0.47476900604365124,0,690.0800735026861
196,45,51099.76950782606,1,0.33632339427033353,0,786.3113937848293
197,45,30650.58650388419,3,0.9205358851025547,0,732.7768766053122
198,61,30573.818419045758,1,0.012003027272682543,0,702.3174445038429
199,61,44963.229510648074,2,0.5528148757183491,0,796.9986642636478
200,37,75035.32287934089,5,0.740663581066626,1,1412.2794133284604
201,47,46106.12972954593,1,0.48501798752404124,0,963.7341706096075
202,28,27452.855703228408,2,0.08540303016272166,0,435.679917166854
203,72,46313.85403871084,5,0.9724613900279022,0,1002.5699093144985
204,45,45909.146453784946,1,0.5180104313760979,0,544.0794899845637
205,42,20000.0,4,0.6141862443190114,0,778.9898020594482
206,56,49185.577002232814,4,0.23660978270750732,0,893.5366202224886
207,50,46535.98204686983,1,0.4834980851068038,0,398.76634041252873
208,18,60443.095472201276,2,0.42914949195832186,0,863.7262758627205
209,74,77734.34142418018,3,0.07489584200198374,0,802.4620686490362
210,44,66898.47544321636,6,0.10616035354746722,0,693.3553609837535
211,74,45966.669641677545,1,0.8374725196187746,0,1083.7510663100663
212,69,33402.11136887495,4,0.23981995220659025,0,560.2567239375499
213,30,88600.3970487479,3,0.19495827149863054,0,801.2224265699926
214,58,50888.27651021732,1,0.5049114512501393,1,1000.4157228154505
215,20,50208.939378694195,4,0.7687471313625129,0,965.0373592894057
216,56,49638.12369334995,1,0.06194651857898792,0,726.0555531226231
217,23,52971.271411517824,2,0.5768079196382558,1,1427.9109534458287
218,25,47834.593821140865,1,0.11921044284057336,0,857.2891457825797
219,44,41395.069896796456,4,0.03646105082561846,0,274.97919062025807
220,26,41797.115881394115,3,0.05274395216221739,0,608.3665819217906
221,54,49508.70094676002,6,0.8341641082084413,0,718.5914956843044
222,50,41848.62843299352,1,0.11797248362806156,0,816.9125812136582
223,68,39307.313259842536,2,0.04515136441229195,0,176.0882914656196
224,59,51596.453415378455,1,0.4378998871429123,0,1311.5741975347278
225,61,46175.34173868717,2,0.8439934719420248,0,921.4812748664804
226,41,72559.89482874033,3,0.26240837648930193,0,918.8156725761701
227,32,20000.0,3,0.4217126175259164,0,878.4848050364209
228,71,66372.60277883692,1,0.03992253256375122,0,1304.5860777130847
229,49,68691.27788746444,1,0.4490785141348759,0,1062.5135697684905
230,49,20000.0,1,0.5776130806371337,0,847.5239273580373
231,41,44859.68608879477,4,0.5709070537521448,0,807.5271407120648
232,58,44428.38701006313,1,0.33242669217436516,0,727.0794535943625
233,69,28887.32457923268,4,0.3155331806631355,0,580.8308521614968
234,66,38332.74968613687,1,0.10662361893659789,0,537.1037119814357
235,66,33341.36231801257,3,0.3667983206462684,0,565.9838237147902
236,69,76284.05665135435,1,0.09949466887296465,0,621.2585572754715
237,29,64035.17589721191,2,0.7665959447120516,1,1124.9906730147547
238,56,69073.32642491237,4,0.9662742977481859,1,845.0784070623969
239,19,60825.08096064853,2,0.9700744566667069,1,1173.6026590708498
240,20,33064.22343174156,1,0.8650710993753938,0,744.5621054877788
241,66,42132.196005803395,1,0.6007921493396191,0,800.1272546403164
242,54,57340.61841841877,2,0.7008656972438799,1,1013.7091862227073
243,66,31668.082866620818,1,0.28520580268041407,0,1302.233068637246
244,73,60694.97645258582,2,0.6307704201726206,1,1459.4073551788128
245,34,46395.119027627974,1,0.45564954943987745,0,528.6320500651831
246,66,44377.68788675604,2,0.4820173397769325,0,816.663790896853
247,19,60664.39952305237,1,0.757776560375158,1,1184.6049576660162
248,19,56663.9496722906,1,0.28191835559725165,0,608.6156385796953
249,45,44585.507512713804,4,0.3180396116945199,0,486.71708450823405
250,71,67389.94705046373,3,0.9246417911286366,1,1353.935059653538
251,40,33784.05008600154,2,0.056224294850972245,0,538.2666329011902
252,54,59239.034104163955,2,0.4856342984133404,0,1038.3238051671947
253,49,58896.51886952575,1,0.9128008004078617,1,1144.1522571844498
254,50,45356.803410290144,5,0.610363007818157,0,1062.6031948755563
255,18,54891.99533363177,1,0.5464070742121321,1,1025.8526716785916
256,36,31233.296354220456,2,0.2497441792293552,0,776.2140218324398
257,19,63860.40528810352,3,0.34327548906444827,0,980.1204186754226
258,70,47226.46795335517,1,0.8520484158046929,0,726.5015463264522
259,61,42159.154692214404,2,0.5592181317684581,0,612.3631951593428
260,43,65735.13838755334,4,0.5147421937567799,1,1418.635559595377
261,49,39434.84464185861,3,0.09957971354002892,0,752.6313697097066
262,23,28873.080554546606,2,0.01602815645512312,0,773.161768560593
263,49,26650.562397141442,1,0.9636851886870491,0,565.2061284888266
264,72,59090.14927018459,3,0.37698616728684164,0,589.2924697751683
265,21,30793.559712555754,2,0.6032130620995043,0,600.3991498743071
266,72,76321.91272976546,1,0.07971507318728499,0,864.7767934895564
267,28,20000.0,1,0.6831142857230466,0,455.46742720883486
268,73,75446.84552435057,1,0.9325667087059609,1,1369.194943884979
269,34,53165.26200803927,2,0.5756652529974197,1,628.57656261445
270,55,48549.30332194411,1,0.12611532237541057,0,531.3485643532872
271,41,41826.21369786575,1,0.5817215274734767,0,901.4854708920515
272,22,55987.04171528106,1,0.7663472131046524,1,1386.5085678499138
273,69,49435.47946362727,1,0.40641653657401866,0,709.4436978981649
274,51,66549.52823024782,2,0.8798377479414679,1,764.9507623812002
275,23,51713.41472993059,2,0.6486829533573645,1,902.7579204485834
276,39,52254.52642192817,4,0.8992489182892025,1,1182.5582566174253
277,28,44545.81681679216,4,0.6235053112473372,0,913.9833135377527
278,65,49145.81564418399,1,0.13128797200482423,0,944.5070136902673
279,33,54617.026533380886,2,0.3096917111051891,0,704.7479566810296
280,50,24347.474110150615,1,0.20179494825245692,0,411.218380179042
281,26,29777.218668414305,2,0.9088264977168623,0,793.3374706870244
282,23,61148.96141034072,1,0.7604000672874827,1,926.9402516655646
283,33,52562.981571919125,1,0.676398368910006,1,1077.3777602256357
284,46,47240.24995470981,4,0.3009663196316217,0,1031.3530998241188
285,20,50276.5089959809,4,0.18404477205021352,0,935.2101078980793
286,37,55213.72558042507,1,0.7564510879889118,1,1223.914211394115
287,53,41903.60479535958,1,0.47415794587907967,0,502.55001834216125
288,36,38325.42911896531,3,0.22578955215062912,0,756.4854143040212
289,43,52937.67882646522,6,0.6166219781652751,1,1418.6671202445727
290,20,35324.40833577452,1,0.040333852138451975,0,605.5286937396107
291,36,56123.79133571708,1,0.3261702541282535,0,1083.4588000887538
292,37,24461.245936432395,3,0.46855699459113465,0,927.7109870449168
293,49,65437.33455988466,3,0.14795833410940584,0,1174.7290726390586
294,24,57088.96223619564,1,0.9846544775908396,1,1261.088838512602
295,69,53840.44601470813,2,0.20909736458961425,0,907.5903064937046
296,58,64740.36475918271,2,0.13035313004326554,0,1119.574594466458
297,50,74982.11666693864,1,0.2035348738868964,0,984.7428581371779
298,57,65215.55097527196,2,0.7690611331597242,1,1016.6641302947559
299,56,22386.88653002532,2,0.4255056592718428,0,564.7764312717386
300,35,30806.345498964478,2,0.565415939752538,0,758.284312224824
301,57,40627.72133456482,2,0.021009156986360744,0,447.1272379822164
302,18,50391.36575316251,2,0.034431308573314556,0,726.7481765503055
303,28,57764.88530703685,1,0.44582554982701617,0,1052.7164051639365
304,45,39113.84280269802,1,0.8166552432016235,0,338.98396810059626
305,74,52801.50146715617,5,0.8852388787075652,1,1469.719554617764
306,42,38669.256014700164,3,0.08670656759564022,0,926.4917805736968
307,67,40827.23295512078,3,0.5383631021010228,0,666.0195518196109
308,40,28900.083547276667,1,0.9132296862792705,0,844.5015519386722
309,48,36151.50130833643,2,0.38797275439788637,0,720.1843273627361
310,47,29724.730915754997,7,0.8295658314283686,0,977.5783114093485
311,59,35361.90120534001,2,0.1336956543994362,0,886.715700020632
312,52,65804.62694911759,2,0.9353944896677987,1,1165.698330178541
313,24,35759.01666752085,3,0.7514233175313026,0,871.38989778357
314,33,89485.73097256086,1,0.9413343927869017,1,1377.5767029032218
315,43,57399.76851321334,2,0.6766172335525065,1,1171.3380744936667
316,65,52772.54185542311,2,0.363403931999427,0,654.5687222830951
317,74,37124.6332972818,2,0.9381811725247224,0,1129.0686975630483
318,69,60504.64819113487,1,0.2755667763091785,0,1038.0922825671073
319,66,41365.43260643339,2,0.33217252206173253,0,592.0901824437467
320,19,51830.147219680424,1,0.7008084180017403,1,978.901108542052
321,18,88401.26807403192,2,0.7653162995253863,1,1074.7271034482087
322,65,48559.10150413025,2,0.9294034838491538,0,922.6363851238278
323,29,67239.09989428514,5,0.2048024090562095,0,904.7169091662912
324,22,39452.35362311169,2,0.797998035219224,0,1027.6881365911295
325,54,49475.17264254557,2,0.7385460533969634,0,979.2144129885946
326,49,76562.00953453264,1,0.06379455625359787,0,1083.1033084486041
327,72,40595.494133183485,1,0.38722314121020696,0,807.0708649090255
328,26,77186.72836995393,1,0.2827654570600986,0,636.3504415135815
329,58,60616.279031832135,1,0.3044904243540304,0,794.3907313651835
330,52,41562.99836158598,2,0.9829468795547008,0,1018.127627745133
331,36,59486.116085832815,4,0.6427774134799279,1,1106.8387057692282
332,65,64588.316744400945,2,0.7176761577934996,1,1500.7091422347635
333,33,59327.149433257946,5,0.9766176373150092,1,1049.2932708363655
334,20,26446.629201643154,1,0.3772017824576387,0,463.99095454561063
335,37,39092.94236262697,1,0.8018401684528059,0,750.9799158491933
336,41,46287.22046672743,2,0.43453096330449537,0,836.6986872706174
337,71,48883.498563499306,1,0.8695336718149798,0,700.2333161067058
338,73,59310.08146326017,1,0.18065754131130318,0,767.4739124760976
339,50,52665.51501399881,4,0.9476861770642796,1,1055.3159542172493
340,41,29969.83461934848,3,0.21877170841087967,0,895.5753274506494
341,69,55702.967765089445,1,0.3262205069809315,0,752.2457380059336
342,28,59158.786179257346,2,0.7561922341067805,1,1402.74017885092
343,66,58396.856718965595,1,0.3937551415654067,0,1137.1093678595503
344,25,66211.71088331932,1,0.6082113767664467,1,1175.7460498943522
345,53,62508.83231823356,1,0.4445735010694285,0,655.3117651886407
346,55,56887.70118842655,2,0.7423699370897818,1,526.1228667252974
347,57,48947.51432812029,2,0.22833125236861085,0,473.1632822721042
348,37,25085.58599726013,1,0.05845798723687701,0,356.50676373025635
349,52,56444.273286988784,1,0.29992939747306624,0,1087.9082316745514
350,65,53115.31530744667,3,0.47430866486843026,0,836.1723604694655
351,42,54073.6825579306,3,0.16802005219267857,0,865.0913228273183
352,52,30848.77136269536,3,0.3547972896563887,0,245.63938399209047
353,42,33784.151893876064,5,0.3999830182935685,0,469.3257754552848
354,46,65797.29279999355,2,0.05739184368827355,0,1012.1416036580526
355,35,49406.672692150176,2,0.5833072481842045,0,862.7189107556886
356,63,60222.510460589365,3,0.8843434279712875,1,1199.3971904177777
357,35,50424.77564195692,2,0.15174291295305242,0,880.2666412251143
358,19,50446.34209243618,2,0.597808013401514,0,1139.1720730294953
359,71,64074.25708963996,2,0.6647392049108463,1,1062.9253566093762
360,52,42259.32907673939,6,0.41933468041928834,0,767.1040739572396
361,33,51441.811654114754,4,0.70109758736427,1,1209.3323045900515
362,58,43065.87066942436,1,0.41073154349101204,0,1234.8244347510215
363,53,43482.55658851527,6,0.5046372879774349,0,348.0052588565147
364,50,45362.41814797041,1,0.00735304455442698,0,864.1919981530564
365,21,53332.00657450569,3,0.6917201141346888,1,1013.0409170050791
366,50,42818.77067504784,1,0.6613426789447244,0,893.5824665065476
367,31,68836.34188360281,3,0.03840087732634456,0,716.5472863517036
368,38,36580.89046670744,4,0.3682501073951331,0,709.9364569013605
369,65,47196.92533757961,3,0.9790318407916674,0,976.1699266601638
370,37,43404.034125887374,3,0.4207365625686168,0,1381.6758670950667
371,73,71704.668265306,2,0.5019454051318417,1,1417.1201619333135
372,25,52948.32164767362,4,0.9099301581597186,1,869.0934338085608
373,24,65477.66809202952,4,0.7172618758657564,1,1002.9544558188738
374,20,27716.59440444542,1,0.5820701311242236,0,606.1071634578786
375,34,54005.75398803888,2,0.7978046813410725,1,696.4745851908742
376,50,63344.46193435155,2,0.8643662664559733,1,1082.341316102954
377,65,51234.259839131366,2,0.45688807173726687,0,948.4259227337325
378,29,65982.20562598026,2,0.4751083649318354,0,622.5754408077258
379,68,42240.673248494415,2,0.3860509356518358,0,959.504990017774
380,39,71140.2116027837,4,0.9667061400184606,1,1191.364065555673
381,72,84483.47185428876,1,0.6971662542903504,1,1259.2941049557874
382,39,44557.42159340512,1,0.0832230662080723,0,702.8034871202633
383,63,43317.462178988426,1,0.8629596233130185,0,1122.5476347544507
384,47,71800.7671567655,2,0.4805599408362681,0,1053.7693925686274
385,55,73693.58218596068,1,0.06875390642248747,0,877.1000325516816
386,55,42157.09959270098,1,0.549717255163311,0,718.2205600876391
387,62,43697.19774356214,3,0.4171642789757021,0,775.5242307057129
388,68,45773.230867092396,2,0.8777494048626249,0,714.2883832332637
389,71,29833.242334485843,1,0.20399460360938737,0,248.61577088956503
390,25,36220.22080273703,1,0.8264646094921829,0,1172.1831470698494
391,44,34937.88849871898,3,0.5576886911854527,0,761.5233114520205
392,44,38483.03652343807,1,0.05461030321346905,0,777.5056659630447
393,51,49479.72668919828,2,0.9718453013254846,0,833.0016136031581
394,38,53513.22098804781,3,0.5126152441031999,1,1011.7270884995742
395,47,73257.50739221115,1,0.2908768542315825,0,858.1903261944599
396,50,35024.68938891814,3,0.4694068419892581,0,402.1851787046542
397,45,64764.83597714876,2,0.857857783517489,1,1633.2511684464139
398,64,46790.16733661736,3,0.3049031243850635,0,517.5387494371139
399,50,49258.044355213504,2,0.19267639648670032,0,559.1646046553017
400,22,60122.29238249906,2,0.12907124693088146,0,725.4667457283034
401,65,33159.16967656552,3,0.29785939839021125,0,953.1969331923243
402,36,55736.14619276076,2,0.7800480870400435,1,1100.8758124583242
403,21,52496.78312319584,3,0.4716263651952617,0,562.4193929294129
404,52,57386.76896012224,2,0.22748160369353998,0,1060.5496773214331
405,66,54337.52965861727,1,0.1661849996097492,0,934.5062736111576
406,34,86829.50209866342,1,0.3327294765103791,0,1075.1074495876453
407,61,40433.900236230256,3,0.9399243728857088,0,939.3087867038903
408,45,42035.04567497274,2,0.3430267125900244,0,1223.3502797503563
409,47,40652.89210362853,3,0.9881240759546354,0,1239.0958471208287
410,46,41667.843212596184,1,0.4852304557653562,0,619.5191930388575
411,63,40439.19309040223,2,0.17916391829015088,0,1044.8893558432567
412,70,67835.24796661327,1,0.8911400917935094,1,1386.6545073380298
413,23,71307.56371984782,1,0.4603553731348269,0,1002.3925191402717
414,52,41438.805593757854,1,0.7096713435045244,0,439.706995990576
415,58,37514.66640343657,1,0.9837115832091518,0,751.8673372604587
416,54,57071.23334579606,4,0.050175350319974,0,627.8089836936648
417,41,41716.65433578543,6,0.09669455978756714,0,883.8644906363457
418,46,59493.97726633266,4,0.7204567414627562,1,1342.0878172336973
419,66,53043.845312769496,3,0.281825003295472,0,378.50445669013243
420,63,27263.838275041522,1,0.18430139695009906,0,650.3423582693634
421,70,73212.57801995092,4,0.039361879819729495,0,1094.3713790405782
